speaker,utterance_id,source_wav_path,transcript_path,textgrid_path,annotation_path,source_frames,source_sample_rate_hz,source_duration_seconds,source_full_scale_sample_count,source_audio_pcm_sha256,processed_wav_path,processed_frames,processed_sample_rate_hz,processed_channels,processed_format,processed_subtype,processed_duration_seconds,duration_delta_seconds,processed_peak_abs,processed_out_of_unit_range_sample_count,processed_pcm_sha256,processed_file_sha256
YBAA,arctic_a0234,speakers/YBAA/wav/arctic_a0234.wav,speakers/YBAA/transcript/arctic_a0234.txt,speakers/YBAA/textgrid/arctic_a0234.TextGrid,,240958,44100,5.463900227,0,536f40bd8a068d649a90364b8b09345d3db107154ddd29ad73a58c7878777367,speakers/YBAA/wav/arctic_a0234.wav,87422,16000,1,WAV,FLOAT,5.463875,-2.5227e-05,0.807676792,0,4c15dfc6b83bf7ad2057252648af5468dde989cfbda415e1e3cdb3a550615bcc,1d975328db551a54c5e7cfe7041ce3338391ccedf5f65473e76be93ef88c1a46
YBAA,arctic_a0235,speakers/YBAA/wav/arctic_a0235.wav,speakers/YBAA/transcript/arctic_a0235.txt,speakers/YBAA/textgrid/arctic_a0235.TextGrid,,113778,44100,2.58,0,dfca1eea4f7487f55867b734c784fe494ef1d928b608e2d39cce74e89d899645,speakers/YBAA/wav/arctic_a0235.wav,41280,16000,1,WAV,FLOAT,2.58,0.0,0.699435115,0,55d47c3cd8ed9463ab5c93ea1578f37f4561ee9221c17709a4d5f39a6ebe9380,b6a85ff8fd4f3590db8851b3053ec23150e73e3c3da42289f117e2adbe912e35
YBAA,arctic_a0236,speakers/YBAA/wav/arctic_a0236.wav,speakers/YBAA/transcript/arctic_a0236.txt,speakers/YBAA/textgrid/arctic_a0236.TextGrid,,81585,44100,1.85,0,395c250ca93453c29d168faa4a830fca3903acc65494f1e630c623ba060670bc,speakers/YBAA/wav/arctic_a0236.wav,29600,16000,1,WAV,FLOAT,1.85,0.0,0.454149306,0,71b2a2a05eba1d131e26d96f9d54ad8ba8c765cd92e274bcdb3c61edcf6a4d7e,9014658153e299cc6135a01ac9101643eab05fd865ae531c20fb1a79b9ad13d3
YBAA,arctic_a0237,speakers/YBAA/wav/arctic_a0237.wav,speakers/YBAA/transcript/arctic_a0237.txt,speakers/YBAA/textgrid/arctic_a0237.TextGrid,,165843,44100,3.760612245,0,b0e28800bd7194d94f393878fc34ec1e847419f2f265a5de97581ee65c26c06f,speakers/YBAA/wav/arctic_a0237.wav,60170,16000,1,WAV,FLOAT,3.760625,1.2755e-05,0.621221066,0,4b93cb4fd85cd93fa7fa6b923af8cdc7543efbba0389953bd81a04f2d36655f0,44a49333391b66fbef10854c11a1993d9db2312be4e93bebfecf28abcfa328e1
YBAA,arctic_a0238,speakers/YBAA/wav/arctic_a0238.wav,speakers/YBAA/transcript/arctic_a0238.txt,speakers/YBAA/textgrid/arctic_a0238.TextGrid,,238140,44100,5.4,0,1b00905ab0bd658bcc1df0d836a533f1f63a2631bdec1074855e53e7418f4260,speakers/YBAA/wav/arctic_a0238.wav,86400,16000,1,WAV,FLOAT,5.4,0.0,0.694896877,0,6da3bf5477e05f7ffcda4699d77c353dc6d67da2b830512da33116de4e9dcc57,657305d20a903618bbbce1052c4094b195040dcda3a51aa1a49201efdecf24dc
YBAA,arctic_a0239,speakers/YBAA/wav/arctic_a0239.wav,speakers/YBAA/transcript/arctic_a0239.txt,speakers/YBAA/textgrid/arctic_a0239.TextGrid,,248036,44100,5.624399093,0,86122769082f9324c946ce1f5771a60c0a5ee5898e295a652c3c1952552dd31d,speakers/YBAA/wav/arctic_a0239.wav,89990,16000,1,WAV,FLOAT,5.624375,-2.4093e-05,0.646496832,0,36f55802d221eca51cd8cfc79995b16cbab66a791b48024357f27a05ede46eea,58ff50f4bd67903d15cb6c7520e7adf3b6024850b9118e1b97a90a9e2e1d98b9
YBAA,arctic_a0240,speakers/YBAA/wav/arctic_a0240.wav,speakers/YBAA/transcript/arctic_a0240.txt,speakers/YBAA/textgrid/arctic_a0240.TextGrid,,57771,44100,1.31,0,8afd6e75eb9ec27c5b5b11b45cf838b6ce831fed12dc8e47c8bc227994b757c0,speakers/YBAA/wav/arctic_a0240.wav,20960,16000,1,WAV,FLOAT,1.31,0.0,0.790673673,0,bf45cad420e988a859348a4d3aa3dd61f65ec902be52cd2dd6f5e89995a2ed36,14882011a70e79287b3679d9c76a23d593c5bce41f76846b734e972c658c6e2b
YBAA,arctic_a0241,speakers/YBAA/wav/arctic_a0241.wav,speakers/YBAA/transcript/arctic_a0241.txt,speakers/YBAA/textgrid/arctic_a0241.TextGrid,,119026,44100,2.699002268,0,796fa7750e0611a9b3294cc2d77ed3e9a04121126194c8a368011c159f928f47,speakers/YBAA/wav/arctic_a0241.wav,43184,16000,1,WAV,FLOAT,2.699,-2.268e-06,0.548575401,0,cad3d6c084060a479bc415009b17ba47ab73db87b7ef6faa4a1cf70d43a49a18,680d6c6b05ad228c28b01c0e9b1ef64e38f7addf30810af811f9491da9f8ce1a
YBAA,arctic_a0242,speakers/YBAA/wav/arctic_a0242.wav,speakers/YBAA/transcript/arctic_a0242.txt,speakers/YBAA/textgrid/arctic_a0242.TextGrid,,90846,44100,2.06,0,89369e4c222a2641c29b4cf9c6765792684a3867b7dd61585f886a41f113777c,speakers/YBAA/wav/arctic_a0242.wav,32960,16000,1,WAV,FLOAT,2.06,0.0,0.520760477,0,e99844ac8a7b4831dd39f5dd387810dafcf544597d54905cbc851b8230002190,6c53543bf84e1c2ae785548bf50ac27e2938e36a60a36881b88c8225fc32f94e
YBAA,arctic_a0243,speakers/YBAA/wav/arctic_a0243.wav,speakers/YBAA/transcript/arctic_a0243.txt,speakers/YBAA/textgrid/arctic_a0243.TextGrid,,102119,44100,2.315623583,0,74b5c2dad5013739c8d8da9bb58110ddf14fe4297a6c24164a27a80cacb1ffa8,speakers/YBAA/wav/arctic_a0243.wav,37050,16000,1,WAV,FLOAT,2.315625,1.417e-06,0.471179426,0,564d92c442c49a8a82c4ab7d00432c9a22bdf63d5433ef9ec2e8ef54ab776c40,ace27d228cd6f16663671335129a511125de55025af511df4a63f07e9ab9e672
YBAA,arctic_a0244,speakers/YBAA/wav/arctic_a0244.wav,speakers/YBAA/transcript/arctic_a0244.txt,speakers/YBAA/textgrid/arctic_a0244.TextGrid,,153775,44100,3.486961451,0,0e99f428e40005e4fd58d061fc35bd1dc2bb1e1cf901a003e9aa3d27bdef353e,speakers/YBAA/wav/arctic_a0244.wav,55791,16000,1,WAV,FLOAT,3.4869375,-2.3951e-05,0.611775041,0,0f723ffc963bcc9bb43b56ffdae6fd7259b0950a1eff89108800553487bb7550,1e6cd7a4f0709586fb3e0bd2aa8bc030b65bbaf8fa14ba8081df750cbf6f16e6
YBAA,arctic_a0245,speakers/YBAA/wav/arctic_a0245.wav,speakers/YBAA/transcript/arctic_a0245.txt,speakers/YBAA/textgrid/arctic_a0245.TextGrid,,203656,44100,4.618049887,0,4562ed1ff53cafaf45f1c0967aab67d3620e0e101074a0ab3c477fb3f1750ea3,speakers/YBAA/wav/arctic_a0245.wav,73889,16000,1,WAV,FLOAT,4.6180625,1.2613e-05,0.57643497,0,785ec99c04bb7644663b74b194de4511f1d021425a910a204c694851af3a835d,a8cd57f8247b4b3cf550b1579c3e1b65a3ec8119a8cf22b57501d038f0a6d703
YBAA,arctic_a0246,speakers/YBAA/wav/arctic_a0246.wav,speakers/YBAA/transcript/arctic_a0246.txt,speakers/YBAA/textgrid/arctic_a0246.TextGrid,,247401,44100,5.61,0,0abd5e6ec0a94c4bdf55af78d1eac670558ee4b53b19c3df8a84b123e8b79b00,speakers/YBAA/wav/arctic_a0246.wav,89760,16000,1,WAV,FLOAT,5.61,0.0,0.765429378,0,780c73f13de3bae0bd3314630e7c5c5bed850b9517491c2f8f1d6d61d295e0f6,a1f1a3d33d70447067ad8767470312cf9d1c6f8a41a0a1646eb428370fef7fcd
YBAA,arctic_a0247,speakers/YBAA/wav/arctic_a0247.wav,speakers/YBAA/transcript/arctic_a0247.txt,speakers/YBAA/textgrid/arctic_a0247.TextGrid,,109809,44100,2.49,0,ad5a5c10ac2f9cacc2bfc0c401850fb2627dc63cc7cece889cb08f3f34d7b78c,speakers/YBAA/wav/arctic_a0247.wav,39840,16000,1,WAV,FLOAT,2.49,0.0,0.679611683,0,f264c132a62bc44be47e809485f87c809ace6a90cd1a9e6bfa0b66b0d48d7d37,ca251f51ed30ffea256b396826aa21bc93a462b3aa969be6678838d7690201b9
YBAA,arctic_a0248,speakers/YBAA/wav/arctic_a0248.wav,speakers/YBAA/transcript/arctic_a0248.txt,speakers/YBAA/textgrid/arctic_a0248.TextGrid,,76293,44100,1.73,0,558443a219803b0a816ab94c863d49b0632b03aa9a931d281c7c7860c5bdf375,speakers/YBAA/wav/arctic_a0248.wav,27680,16000,1,WAV,FLOAT,1.73,0.0,0.540735245,0,2f952347a2f26f52e2a2543bf59a012cc362af30643fe772d472027834a749bd,19acf7c377e712a4b1e308a6f8a5e539cafc4c8f49a197e245846459155cd1ac
YBAA,arctic_a0249,speakers/YBAA/wav/arctic_a0249.wav,speakers/YBAA/transcript/arctic_a0249.txt,speakers/YBAA/textgrid/arctic_a0249.TextGrid,,225125,44100,5.104875283,0,bb2f5b243979108a66c47879bfa15b44aff03772f6c9808bce6dd847bf42330c,speakers/YBAA/wav/arctic_a0249.wav,81678,16000,1,WAV,FLOAT,5.104875,-2.83e-07,0.692219257,0,395521b40a39c44ce37a9a359d81d8ce48e7c946b89f3bd62f599e8f103d0a83,beac5efb4f2e7bf30600f4f2913e29655ff777651452a752d366b7d662d83e0a
YBAA,arctic_a0250,speakers/YBAA/wav/arctic_a0250.wav,speakers/YBAA/transcript/arctic_a0250.txt,speakers/YBAA/textgrid/arctic_a0250.TextGrid,,224230,44100,5.084580499,0,7b03ec1e496e9af090d3719f30a2477130fbe580b41bb8b1483980db7debeb17,speakers/YBAA/wav/arctic_a0250.wav,81353,16000,1,WAV,FLOAT,5.0845625,-1.7999e-05,0.900025845,0,f38db848406b99d7228897f534db34c1b6968de689f72376563d48025fc1e8a6,98f3be20ca50a3775036adf593385bb3eee1f694ee3e38124607cda5e6562f0e
YBAA,arctic_a0251,speakers/YBAA/wav/arctic_a0251.wav,speakers/YBAA/transcript/arctic_a0251.txt,speakers/YBAA/textgrid/arctic_a0251.TextGrid,,135828,44100,3.08,0,3d598282255844ee05ca80fdf0676469741417383937625f123862767e3d2016,speakers/YBAA/wav/arctic_a0251.wav,49280,16000,1,WAV,FLOAT,3.08,0.0,0.673389196,0,f05f29affd5b22b57eeda0dec3e2214678058af3d5a7d4f28fd3bd49a54e1816,28590915542a3b154884ac7fdbc7132b23bb6ad134ae60c73d799f98f673e95a
YBAA,arctic_a0252,speakers/YBAA/wav/arctic_a0252.wav,speakers/YBAA/transcript/arctic_a0252.txt,speakers/YBAA/textgrid/arctic_a0252.TextGrid,,157878,44100,3.58,0,afaf0d79b9b37ac56922eb6272aabce49278c4bb1fd8e3887bb4009975a72a69,speakers/YBAA/wav/arctic_a0252.wav,57280,16000,1,WAV,FLOAT,3.58,0.0,0.780331492,0,5dcab4b7854a749323863bc2ebfc2e9bb74efcfd915e045cafbac6be2a8cdc05,4990d3cfc65cce1d6127ef8f16058ee8a9a49c40710ce3b23677a9b0ecf8fa4a
YBAA,arctic_a0253,speakers/YBAA/wav/arctic_a0253.wav,speakers/YBAA/transcript/arctic_a0253.txt,speakers/YBAA/textgrid/arctic_a0253.TextGrid,,223918,44100,5.077505669,0,92e64084d459db7d799c7fa8e17301eff502f625e8e7246e07247fc239284d6a,speakers/YBAA/wav/arctic_a0253.wav,81240,16000,1,WAV,FLOAT,5.0775,-5.669e-06,0.869052649,0,c02598be074d44aa07dd934a64a6687df841507949107a08cab5cffafd10f995,c835793630961901ee275f8d6d964036d4ba820fc4cc7a14913fa0d98fcb5a58
YBAA,arctic_a0254,speakers/YBAA/wav/arctic_a0254.wav,speakers/YBAA/transcript/arctic_a0254.txt,speakers/YBAA/textgrid/arctic_a0254.TextGrid,,175033,44100,3.969002268,0,945e35ce7b0a35eccbf402d477a95a7a74707bfe992935b3359493e45a7cac94,speakers/YBAA/wav/arctic_a0254.wav,63504,16000,1,WAV,FLOAT,3.969,-2.268e-06,0.817055225,0,af7fc359f4db116eb9ef9b6f6731ea966755040000f4819784077dd49a30cf0a,893c9e3fd48c103fbbd09d1231f6758671beb37116f8cd4dd1b56dbab2fe32a1
YBAA,arctic_a0255,speakers/YBAA/wav/arctic_a0255.wav,speakers/YBAA/transcript/arctic_a0255.txt,speakers/YBAA/textgrid/arctic_a0255.TextGrid,,143738,44100,3.259365079,0,027bbe56ebd994d48e369780066af89ad26e39dc91b28707ad32ddb846739393,speakers/YBAA/wav/arctic_a0255.wav,52150,16000,1,WAV,FLOAT,3.259375,9.921e-06,0.702852905,0,c54372c02aaa4bd8f6095bf7443260e9165ca2b1a30ad3607b292c8477bf4487,854dac34d4ff8ff5649297048e058f42be2bcb598dc91ea43ead12733271a411
YBAA,arctic_a0256,speakers/YBAA/wav/arctic_a0256.wav,speakers/YBAA/transcript/arctic_a0256.txt,speakers/YBAA/textgrid/arctic_a0256.TextGrid,,138474,44100,3.14,0,8358a732a29f70c42907aac09af666f254b526837a92292f1bae35ece0d2a96b,speakers/YBAA/wav/arctic_a0256.wav,50240,16000,1,WAV,FLOAT,3.14,0.0,0.905982733,0,ce9c03084d6dbd7d18b9b869ca04cb1aa798ed40be3aa6155b96050bc050c979,724f26dafaeee2e1ebafa4624ac135cd0923b309d917451ca1c95fa296f1de11
YBAA,arctic_a0257,speakers/YBAA/wav/arctic_a0257.wav,speakers/YBAA/transcript/arctic_a0257.txt,speakers/YBAA/textgrid/arctic_a0257.TextGrid,speakers/YBAA/annotation/arctic_a0257.TextGrid,125972,44100,2.856507937,0,925d29b804ab99b35e4d4e538a60bb1cac6369aa73d1d3c2ae6e34c1329e7b0c,speakers/YBAA/wav/arctic_a0257.wav,45704,16000,1,WAV,FLOAT,2.8565,-7.937e-06,0.881181836,0,9f1f9ba4c82084c93a945c0bf998ebec461ab526319e28ae2dd3dd6c24c630fc,d7b61cf73d3844466ba287eca5e79cc0747520d660559829f34461a0d3326ac4
YBAA,arctic_a0258,speakers/YBAA/wav/arctic_a0258.wav,speakers/YBAA/transcript/arctic_a0258.txt,speakers/YBAA/textgrid/arctic_a0258.TextGrid,,129364,44100,2.933424036,0,ea5d440dd2503c8bea5e2a7a34a73d1ece20af4bff2edb5c3e5cbcca20188d47,speakers/YBAA/wav/arctic_a0258.wav,46935,16000,1,WAV,FLOAT,2.9334375,1.3464e-05,0.665714383,0,7d7901afe6e0764f59f1e0d268ad6dedf073814a12d66123e0bf949fb91a21f4,ee7636543eb4cc41857a8e81eab6ce379b39b0f71914d89e40f9dc02c82f55cb
YBAA,arctic_a0259,speakers/YBAA/wav/arctic_a0259.wav,speakers/YBAA/transcript/arctic_a0259.txt,speakers/YBAA/textgrid/arctic_a0259.TextGrid,,110691,44100,2.51,0,3c671e4b45c8fa155c7673246c48a0863bfab17a44c25a9f37e84a59dcccc755,speakers/YBAA/wav/arctic_a0259.wav,40160,16000,1,WAV,FLOAT,2.51,0.0,0.531681657,0,4ed3eab486293e65af3fdc9da92152d3c2bc0e70b79a76b5a2820fa582cf5c5b,0a28faccbb4b1fa9ccfe837d7628d289219db2e438b6d34feef1cbce1b1ab240
YBAA,arctic_a0260,speakers/YBAA/wav/arctic_a0260.wav,speakers/YBAA/transcript/arctic_a0260.txt,speakers/YBAA/textgrid/arctic_a0260.TextGrid,,181368,44100,4.112653061,0,58ec9bd9bdef3be6d7e1158c9c0e49a889f33cabe7238b06c6b52795545f5b12,speakers/YBAA/wav/arctic_a0260.wav,65802,16000,1,WAV,FLOAT,4.112625,-2.8061e-05,0.618702352,0,2d93811d3ccc834da1ddfbd5bc4b041bfb7a6dd4f004e923611bc76134200a13,54ade6ae075a44f6f5718bace6eb6e4ca560adfa17c366e00e280cff53266cae
YBAA,arctic_a0261,speakers/YBAA/wav/arctic_a0261.wav,speakers/YBAA/transcript/arctic_a0261.txt,speakers/YBAA/textgrid/arctic_a0261.TextGrid,,112896,44100,2.56,0,dd8c11240ac48acbc4d59f012d120838316d15a4bc3080d9e4200b6620e86347,speakers/YBAA/wav/arctic_a0261.wav,40960,16000,1,WAV,FLOAT,2.56,0.0,0.671071351,0,fff5b702a63423efc392789e317a3209e1624c7ad26a7b4f4943c8dfc1decc0d,26d67510e946928dc79fdb8900542ec8dc8c96a8d8302c8ef8e08ef9b3d9efbc
YBAA,arctic_a0262,speakers/YBAA/wav/arctic_a0262.wav,speakers/YBAA/transcript/arctic_a0262.txt,speakers/YBAA/textgrid/arctic_a0262.TextGrid,,159130,44100,3.608390023,0,73d63069699d23fb629142359a7b0d65b27b27de9ac6bedb8eb7b484b2f4e596,speakers/YBAA/wav/arctic_a0262.wav,57734,16000,1,WAV,FLOAT,3.608375,-1.5023e-05,0.937029183,0,2e5aab8bbcc44c1c1d98e9d23f647ab1ed65b8cfeefb76aedffca964593e929c,7c36a6b0d4370d54dda13db1ae7468a701bc2cdb5b51b56b354d14646663a68b
YBAA,arctic_a0263,speakers/YBAA/wav/arctic_a0263.wav,speakers/YBAA/transcript/arctic_a0263.txt,speakers/YBAA/textgrid/arctic_a0263.TextGrid,,218736,44100,4.96,0,168395f46d21bf2d9a6085400e73ebdfe9f0394f20da3cba53fc5d2dc20b7125,speakers/YBAA/wav/arctic_a0263.wav,79360,16000,1,WAV,FLOAT,4.96,0.0,0.761160254,0,3b0ac3d630bde0bc744da278fdb9dd9df65c25c25a0ec3dc144e7db70fb5067f,743a8df2bf598fdd10295c0431e84f8628fb576c5fc4bdbaef86d423189d816f
YBAA,arctic_a0264,speakers/YBAA/wav/arctic_a0264.wav,speakers/YBAA/transcript/arctic_a0264.txt,speakers/YBAA/textgrid/arctic_a0264.TextGrid,,183015,44100,4.15,0,dfa32340f8cb6d453139c216c2eefad0d39d0e65943a6476624a97b4ccb5bf2f,speakers/YBAA/wav/arctic_a0264.wav,66400,16000,1,WAV,FLOAT,4.15,0.0,0.888981104,0,2ec09ea48f98cbb5b59eb4f4575184b15710d25a78e3f982dd54efbeaa79eba5,b2d2729df447dd5debec6cf65c9562c45f5620ebe97eb4d9f5f3038367e1c24e
YBAA,arctic_a0265,speakers/YBAA/wav/arctic_a0265.wav,speakers/YBAA/transcript/arctic_a0265.txt,speakers/YBAA/textgrid/arctic_a0265.TextGrid,,183966,44100,4.171564626,0,3aeb7de5a4d015aa1ea43ce60e57c83af3fa34c0c09a08c45dacdc35bb34d456,speakers/YBAA/wav/arctic_a0265.wav,66745,16000,1,WAV,FLOAT,4.1715625,-2.126e-06,0.76143831,0,4f71c40b354a2d7ff46f8aea22b1cc2bd1d0f20a588c9fac29813bb117b7ba75,d718030ee0b59dfce649d8264e8871e71461ef3e2d0052744527ad8d8bffc1db
YBAA,arctic_a0266,speakers/YBAA/wav/arctic_a0266.wav,speakers/YBAA/transcript/arctic_a0266.txt,speakers/YBAA/textgrid/arctic_a0266.TextGrid,,146412,44100,3.32,0,76d742e9994c527035e5119d3e540be352842e75df1ea8c346763dfa73444226,speakers/YBAA/wav/arctic_a0266.wav,53120,16000,1,WAV,FLOAT,3.32,0.0,0.624457359,0,bfb3d525ff941a08f05f53e11b34f1e545ee62e77f35ac4e479b23eb9f8e5922,b0b2c2c191aa6712fc414b63a44236f787e9b0b517a50bb9a4311359eeb3f89b
YBAA,arctic_a0267,speakers/YBAA/wav/arctic_a0267.wav,speakers/YBAA/transcript/arctic_a0267.txt,speakers/YBAA/textgrid/arctic_a0267.TextGrid,,183456,44100,4.16,0,63032119092213f8e0a2f18c330c80afd7dc7f430f9e2c3f07ba041e4c3530ed,speakers/YBAA/wav/arctic_a0267.wav,66560,16000,1,WAV,FLOAT,4.16,0.0,0.638136208,0,68ea2cd5dca304635f7eca45e71ee9ff690fc33697e1fe220268ae1683aefdde,0d23cb0194eaef73cb343606c0ad08a42987f1215722a8743f08c179854a0ca3
YBAA,arctic_a0268,speakers/YBAA/wav/arctic_a0268.wav,speakers/YBAA/transcript/arctic_a0268.txt,speakers/YBAA/textgrid/arctic_a0268.TextGrid,,177944,44100,4.035011338,0,6b686be929aec5b4dae57f1d1ffb63d44d8c9efca8e13c8316014730ceb3489b,speakers/YBAA/wav/arctic_a0268.wav,64560,16000,1,WAV,FLOAT,4.035,-1.1338e-05,0.616405964,0,56e58950f3d2a67375a5b2cbb468e262cc552d691a0156e213ca197664264a1b,d2a5f75866ba68a8cf42559d086f953739e0ba2f0ea39095f4d11cbcaea8e2f8
YBAA,arctic_a0269,speakers/YBAA/wav/arctic_a0269.wav,speakers/YBAA/transcript/arctic_a0269.txt,speakers/YBAA/textgrid/arctic_a0269.TextGrid,,219980,44100,4.988208617,0,4065720a5c687d7d90e2fc04e299e0982a2219b89eaaa2cc21a34b671c517205,speakers/YBAA/wav/arctic_a0269.wav,79811,16000,1,WAV,FLOAT,4.9881875,-2.1117e-05,0.88358146,0,4ffef11dbc45019388f29b96a2aa9d0a0c52677ffa4df2914115651345a9b645,c34523dacc07d709034c65e716b1cc4592e1f5ec96ca8fc43b95d211ae110d8f
YBAA,arctic_a0270,speakers/YBAA/wav/arctic_a0270.wav,speakers/YBAA/transcript/arctic_a0270.txt,speakers/YBAA/textgrid/arctic_a0270.TextGrid,,118629,44100,2.69,0,1adcd7eae381c58fe4146375126a1b8dff59528d09e6e9c8924ce9df4e05e9b2,speakers/YBAA/wav/arctic_a0270.wav,43040,16000,1,WAV,FLOAT,2.69,0.0,0.60382098,0,6a8ce207436e420078fa0863e9a57050a50cf629a29acf7054d4deed73007a58,d85bc7ed302f11b25fe44f7886cb2e5d356b2e5102d4d58d8822b6b379c9b61f
YBAA,arctic_a0271,speakers/YBAA/wav/arctic_a0271.wav,speakers/YBAA/transcript/arctic_a0271.txt,speakers/YBAA/textgrid/arctic_a0271.TextGrid,,123039,44100,2.79,0,b09defe6c6c171c628109cfa551425a3911e37e84188895c23a6c0a566fecb61,speakers/YBAA/wav/arctic_a0271.wav,44640,16000,1,WAV,FLOAT,2.79,0.0,0.508895874,0,c04e0e6d0384b9c01b361657bdc7558ec7ee42a11f64906d8f760ad41d4f15c0,7e8698de53510b6d91263d94b82e23bb4f3bef8e7c4bf6c14510e2b677681ff0
YBAA,arctic_a0272,speakers/YBAA/wav/arctic_a0272.wav,speakers/YBAA/transcript/arctic_a0272.txt,speakers/YBAA/textgrid/arctic_a0272.TextGrid,,75852,44100,1.72,0,47d76b2be2ce5e3e0fdf9ceac7780d1e58691e7849688e8c3ac7344219f83c1c,speakers/YBAA/wav/arctic_a0272.wav,27520,16000,1,WAV,FLOAT,1.72,0.0,0.517696798,0,8d064b4e4dbb7a84533d2913451d61e4c8ca88e2e40c6ec8c8a253001a63e43f,0b44086c7ddf58bcc847d95816f264fab1f8416ee952827ad5e107f34a473e98
YBAA,arctic_a0273,speakers/YBAA/wav/arctic_a0273.wav,speakers/YBAA/transcript/arctic_a0273.txt,speakers/YBAA/textgrid/arctic_a0273.TextGrid,,150381,44100,3.41,0,98ac309c81dfe030c5cd66c45591780f85cbe039de2f71ac30ebac9525302efe,speakers/YBAA/wav/arctic_a0273.wav,54560,16000,1,WAV,FLOAT,3.41,0.0,0.488921016,0,e368a81f5d64340efc58af4c3bf5ad09029e236efe9fa6a7abc964b3517073ae,bab4ad3fedba4dcff12fe97d45a3e2263f9525ad8cf5ae4209b811030fe2a420
YBAA,arctic_a0274,speakers/YBAA/wav/arctic_a0274.wav,speakers/YBAA/transcript/arctic_a0274.txt,speakers/YBAA/textgrid/arctic_a0274.TextGrid,,178164,44100,4.04,0,3287f1a0997da110161d3dce420bf26697f28339c62ba7207ad41449d2681575,speakers/YBAA/wav/arctic_a0274.wav,64640,16000,1,WAV,FLOAT,4.04,0.0,0.601176262,0,7a9c7254e1579e5a3c19bffb7d7cb4cc9ce80c3668c4fb3ae5926f092224878f,9e87501d0f3ebb379d3f7698735379c2a58597546ddba727dc8231f14be69336
YBAA,arctic_a0275,speakers/YBAA/wav/arctic_a0275.wav,speakers/YBAA/transcript/arctic_a0275.txt,speakers/YBAA/textgrid/arctic_a0275.TextGrid,,182133,44100,4.13,0,fdf4644c3a83011763f930919908555e6dda420b39082078807e6d2b538b9bb8,speakers/YBAA/wav/arctic_a0275.wav,66080,16000,1,WAV,FLOAT,4.13,0.0,0.533342361,0,12c1cea03e41232e00a78cfbd0b02f70f376ad697642663e763717cc2c4e7f9f,b3c4620db917ccdba34c1a2363a4ed5bacc9f8e5087a330dbc255627fecde9dd
YBAA,arctic_a0276,speakers/YBAA/wav/arctic_a0276.wav,speakers/YBAA/transcript/arctic_a0276.txt,speakers/YBAA/textgrid/arctic_a0276.TextGrid,,253575,44100,5.75,0,b9c37ce0123eb386bc6b3e13626a94533f5141a1488da72867c8444bbf3cd3b3,speakers/YBAA/wav/arctic_a0276.wav,92000,16000,1,WAV,FLOAT,5.75,0.0,0.782201111,0,0a96c7e1074d1e28be62ebdc8c7387b859a51df1bcf4b25e8e018f85c835fac5,9611c2ea7ce07abce94fab6fbbfde0bbe02e749aadf57190b079e7c707d4f885
YBAA,arctic_a0277,speakers/YBAA/wav/arctic_a0277.wav,speakers/YBAA/transcript/arctic_a0277.txt,speakers/YBAA/textgrid/arctic_a0277.TextGrid,,214333,44100,4.86015873,0,5d419467f6ae5c2cdf3a51ab3a8e5f3715ec60c99f5074a6438e0c579bbd2e0d,speakers/YBAA/wav/arctic_a0277.wav,77763,16000,1,WAV,FLOAT,4.8601875,2.877e-05,0.582565069,0,5f18fe5135b46d7aee2369587abe76501beef4c0646f5504189356d62bfe1a3b,37c77f851262bd374f37c6aa9e90f637a31f824653244d13c5f640721b9f96c5
YBAA,arctic_a0278,speakers/YBAA/wav/arctic_a0278.wav,speakers/YBAA/transcript/arctic_a0278.txt,speakers/YBAA/textgrid/arctic_a0278.TextGrid,,100798,44100,2.285668934,0,535af747b64e8469a8d3e7f1d90272702ef430c06ad551f4a6342b5b356eadc0,speakers/YBAA/wav/arctic_a0278.wav,36571,16000,1,WAV,FLOAT,2.2856875,1.8566e-05,0.659104049,0,b39fbb367a3e44d0258c19e45a59fb43e2c1221e92a6dd27260e93210a323274,f1ff4d6eaa031f7cfbb879b04f22af1e8388bca69662b8b3350b6cd1fc8e60a9
YBAA,arctic_a0279,speakers/YBAA/wav/arctic_a0279.wav,speakers/YBAA/transcript/arctic_a0279.txt,speakers/YBAA/textgrid/arctic_a0279.TextGrid,,98619,44100,2.236258503,0,bf1a2b344708b764fa1e76d084f543beef84aeadc48bcbc91dc0ee2de57f0075,speakers/YBAA/wav/arctic_a0279.wav,35780,16000,1,WAV,FLOAT,2.23625,-8.503e-06,0.529804885,0,555443a89af6ccb667e32351d683e98157ff1d1b17449f4e0104bf8137118bca,249f149212d0749e4fed120b36e337009970837f11e78cd6b2d42abc3f0f2e19
YBAA,arctic_a0280,speakers/YBAA/wav/arctic_a0280.wav,speakers/YBAA/transcript/arctic_a0280.txt,speakers/YBAA/textgrid/arctic_a0280.TextGrid,,114219,44100,2.59,0,1e92f7d7fe3f124d478f50d3bc6a2e21a9c104241bb95c24ac14a2f32864752f,speakers/YBAA/wav/arctic_a0280.wav,41440,16000,1,WAV,FLOAT,2.59,0.0,0.456470162,0,9e96b367eea381642b6ebe908bd1145f8b32692c79c7073aeffcd9e06b938c6f,cd8985a87fa9f8da1e24f7208fb20c02c0b1455b19ecae49f7aa0ba1f1367bd7
